"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out","juv_fel_count","juv_misd_count","juv_other_count","is_violent_recid"
"1085",26,"M","Hispanic","25 - 45","Low","Male",1,-1,2,1,1,"2014-10-08 03:20:45","2014-10-09 02:32:48",0,0,0,0
"1086",30,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2013-05-10 09:23:33","2013-05-11 06:40:57",0,0,0,0
"1087",26,"F","Caucasian","25 - 45","High","Male",2,-1,8,1,1,"2013-03-26 08:26:58","2013-03-27 09:33:07",0,0,0,0
"1088",26,"F","African-American","25 - 45","High","Female",5,-1,9,1,1,"2014-10-19 08:39:38","2014-10-26 04:44:30",0,0,0,1
"1089",21,"F","Hispanic","Less than 25","Medium","Male",0,-1,5,0,0,"2013-09-07 11:52:57","2013-09-09 02:51:42",0,0,0,0
"1090",39,"F","African-American","25 - 45","Low","Female",1,-1,2,0,0,"2013-03-06 10:19:56","2013-03-07 01:54:02",0,0,0,0
"1091",30,"F","Other","25 - 45","Low","Male",0,-1,2,0,0,"2013-02-24 08:50:29","2013-03-02 06:34:47",0,0,0,0
"1092",44,"F","African-American","25 - 45","Medium","Male",2,-1,5,0,0,"2013-09-15 02:38:49","2013-09-17 07:18:54",0,0,0,0
"1093",45,"M","Caucasian","Greater than 45","Low","Male",0,-1,2,0,0,"2013-09-07 09:24:01","2013-09-10 08:25:31",0,0,0,0
"1094",30,"F","African-American","25 - 45","Low","Male",1,-1,1,0,0,"2013-09-09 09:55:03","2013-09-10 07:42:41",0,0,0,0
"1095",38,"F","Asian","25 - 45","Low","Male",2,0,1,0,0,"2013-12-03 05:13:10","2013-12-11 11:56:18",0,0,0,0
"1096",23,"F","Caucasian","Less than 25","Medium","Male",6,-1,5,1,1,"2014-09-22 10:29:10","2014-09-23 01:41:51",0,0,0,0
"1097",46,"M","Asian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-12-25 09:48:26","2013-12-26 01:21:51",0,0,0,0
"1098",42,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-12-19 12:18:58","2013-12-20 08:03:46",0,0,0,0
"1099",54,"M","Caucasian","Greater than 45","Low","Male",4,-1,2,0,0,"2013-02-10 05:05:00","2013-02-13 09:32:59",0,0,0,0
"1100",47,"F","African-American","Greater than 45","Low","Male",7,-1,1,1,1,"2014-08-02 03:15:19","2014-08-03 08:09:30",0,0,0,0
"1101",26,"F","Caucasian","25 - 45","Medium","Male",0,-3,7,1,1,"2013-04-02 11:42:29","2013-04-04 07:59:42",0,0,0,0
"1102",29,"M","Caucasian","25 - 45","High","Male",7,-1,10,1,1,"2014-06-07 01:31:38","2014-06-08 08:07:43",0,0,0,1
"1103",51,"F","Caucasian","Greater than 45","Low","Male",7,-1,1,1,1,"2013-03-20 03:05:46","2013-04-04 01:57:07",0,0,0,1
"1104",44,"M","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-03-04 05:50:37","2013-03-04 08:33:41",0,0,0,0
"1105",49,"M","Caucasian","Greater than 45","Medium","Male",12,-24,5,0,0,"2013-02-08 10:08:21","2013-03-02 01:59:17",0,0,0,0
"1106",22,"F","African-American","Less than 25","High","Male",0,-1,8,1,1,"2013-04-20 11:00:29","2013-04-21 06:59:22",0,0,0,0
"1107",32,"M","African-American","25 - 45","Low","Male",4,-1,4,1,1,"2013-01-31 04:10:23","2013-02-01 08:49:02",0,0,0,0
"1108",27,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0,"2014-02-16 01:43:32","2014-02-17 07:58:42",0,0,0,0
"1109",30,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-09-24 03:13:59","2013-09-24 08:14:17",0,0,0,0
"1110",28,"M","Hispanic","25 - 45","Medium","Male",11,0,7,0,0,"2013-10-30 04:01:31","2013-10-31 03:20:00",0,0,0,0
"1111",45,"M","Other","Greater than 45","Low","Male",0,-1,1,0,0,"2014-03-11 04:52:30","2014-03-12 08:48:41",0,0,0,0
"1112",51,"F","Caucasian","Greater than 45","Medium","Female",5,0,5,0,0,"2013-08-12 11:55:55","2013-09-14 05:58:00",0,0,0,0
"1113",27,"F","African-American","25 - 45","Low","Male",4,-1,2,1,1,"2014-01-09 07:18:18","2014-01-10 07:47:45",0,0,0,0
"1114",32,"F","African-American","25 - 45","Medium","Male",0,-1,7,1,1,"2013-08-05 02:24:07","2013-08-22 12:27:12",0,0,0,0
"1115",43,"F","African-American","25 - 45","Low","Male",2,-1,3,0,0,"2013-04-17 10:37:05","2013-04-23 10:16:03",0,0,0,0
"1116",37,"F","Caucasian","25 - 45","Low","Male",2,-1,2,0,0,"2013-08-12 08:43:05","2013-08-13 08:22:25",0,0,0,0
"1117",26,"F","African-American","25 - 45","Low","Male",0,-1,4,1,1,"2013-09-20 05:36:25","2013-09-21 09:55:44",0,0,0,0
"1118",26,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-08-21 09:03:22","2013-08-22 08:18:17",0,0,0,0
"1119",32,"F","Other","25 - 45","Low","Male",4,0,3,0,0,"2013-03-08 12:04:54","2013-03-08 02:03:36",0,0,0,0
"1120",39,"F","Hispanic","25 - 45","Low","Male",3,-21,4,0,0,"2013-05-08 10:08:57","2013-05-22 07:51:07",0,0,0,0
"1121",58,"F","African-American","Greater than 45","Low","Female",4,-1,1,0,0,"2013-12-04 02:04:11","2013-12-05 09:54:31",0,0,0,0
"1122",33,"M","Other","25 - 45","Low","Male",0,-1,2,0,0,"2013-03-10 04:24:37","2013-03-11 01:32:37",0,0,0,0
"1123",22,"M","Caucasian","Less than 25","Low","Female",1,-22,3,0,0,"2013-10-09 01:32:37","2013-10-09 06:32:48",0,0,1,0
"1124",21,"F","African-American","Less than 25","High","Male",2,-1,10,1,1,"2013-11-27 07:19:52","2014-04-16 09:37:34",2,0,1,0
"1125",31,"F","Caucasian","25 - 45","Medium","Male",0,0,7,1,1,"2013-02-14 02:09:03","2013-03-21 09:56:44",0,0,0,0
"1126",43,"F","Caucasian","25 - 45","Low","Male",2,-10,1,0,0,"2013-11-04 09:10:03","2013-11-06 06:20:54",0,0,0,0
"1127",23,"M","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-05-09 10:04:43","2013-05-10 08:01:13",0,0,0,0
"1128",25,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2014-02-24 07:11:53","2014-02-25 08:52:44",0,0,0,0
"1129",22,"F","African-American","Less than 25","High","Male",6,-1,9,0,0,"2013-12-18 08:38:29","2013-12-19 08:44:42",0,0,0,0
"1130",30,"F","African-American","25 - 45","Low","Male",6,-1,4,0,0,"2013-01-18 10:56:13","2013-06-01 02:07:27",0,0,0,0
"1131",25,"F","African-American","25 - 45","High","Male",15,-1,9,1,1,"2013-03-13 05:33:27","2013-03-15 05:42:00",0,3,1,1
"1132",20,"F","African-American","Less than 25","Medium","Male",0,-1,7,1,1,"2014-10-23 02:06:58","2014-10-24 08:29:47",0,0,1,0
"1133",39,"F","Hispanic","25 - 45","Low","Male",0,-1,1,0,0,"2013-09-09 09:26:40","2013-09-10 07:41:44",0,0,0,0
"1134",33,"F","African-American","25 - 45","Low","Male",1,-1,2,1,1,"2013-09-14 06:09:53","2013-09-17 11:30:40",0,0,0,0
"1135",59,"F","African-American","Greater than 45","Low","Male",1,-1,4,0,0,"2013-03-16 07:33:09","2013-03-17 01:48:47",0,0,0,0
"1136",21,"F","Hispanic","Less than 25","High","Male",1,-8,9,0,0,"2013-08-29 09:50:39","2013-08-31 06:13:37",0,0,2,0
"1137",53,"F","African-American","Greater than 45","Medium","Male",8,-1,6,1,1,"2013-11-21 01:12:33","2013-11-26 08:55:26",0,0,0,0
"1138",34,"M","Caucasian","25 - 45","Low","Male",2,-1,2,0,0,"2013-02-16 05:53:02","2013-02-17 07:51:42",0,0,0,0
"1139",36,"F","Caucasian","25 - 45","Low","Male",6,-25,4,0,0,"2013-03-25 01:15:03","2013-03-25 08:01:36",0,0,0,0
"1140",23,"F","African-American","Less than 25","Low","Male",0,-1,3,0,0,"2013-01-29 05:36:47","2013-01-30 07:49:51",0,0,0,0
"1141",32,"M","African-American","25 - 45","High","Male",2,0,8,0,0,"2013-01-21 02:06:58","2013-05-10 08:38:41",0,0,0,0
"1142",32,"M","African-American","25 - 45","High","Male",11,-1,9,1,1,"2013-03-22 09:35:38","2013-03-24 03:51:56",0,0,0,0
"1143",66,"M","Other","Greater than 45","Low","Male",0,-1,1,0,0,"2014-03-05 02:20:03","2014-03-06 10:24:47",0,0,0,0
"1144",24,"M","Caucasian","Less than 25","Medium","Female",0,-1,6,0,0,"2013-05-19 07:00:07","2013-06-12 01:57:48",0,0,0,0
"1145",30,"F","African-American","25 - 45","High","Male",7,-1,10,1,1,"2013-03-20 08:08:14","2014-11-13 06:57:27",0,0,0,0
"1146",28,"M","African-American","25 - 45","Medium","Male",1,-1,7,0,0,"2013-03-14 08:59:25","2013-03-16 05:45:01",0,0,0,0
"1147",43,"F","Caucasian","25 - 45","Medium","Male",4,0,5,1,1,"2014-06-29 03:34:28","2014-07-01 05:12:10",0,0,0,1
"1148",35,"M","African-American","25 - 45","Low","Male",3,-1,2,0,0,"2013-12-27 03:35:30","2014-01-07 10:11:46",0,0,0,0
"1149",19,"F","African-American","Less than 25","High","Male",2,-21,8,1,1,"2013-10-25 10:26:50","2013-11-09 04:10:13",3,0,0,0
"1150",22,"M","African-American","Less than 25","Medium","Male",1,-1,6,1,1,"2013-12-12 03:05:58","2013-12-16 05:21:20",0,0,0,1
"1151",29,"F","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-01-20 01:46:36","2013-01-20 12:12:09",0,0,0,0
"1152",23,"M","African-American","Less than 25","Low","Female",0,-1,4,0,0,"2014-02-14 02:04:23","2014-02-16 03:42:24",0,0,0,0
"1153",33,"M","Caucasian","25 - 45","Low","Female",0,-2,2,0,0,"2013-07-27 02:32:45","2013-07-28 02:02:00",0,0,0,0
"1154",35,"M","African-American","25 - 45","Low","Male",1,0,4,0,0,"2013-01-31 12:15:06","2013-01-31 08:06:24",0,0,0,0
"1155",53,"F","Caucasian","Greater than 45","Low","Male",0,0,1,1,0,"2013-05-05 06:01:13","2013-05-05 07:11:34",0,0,0,0
"1156",59,"F","Caucasian","Greater than 45","Medium","Male",17,-25,6,1,1,"2014-09-29 01:44:50","2014-10-22 07:29:46",0,0,0,0
"1157",48,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-04-10 12:13:15","2013-04-11 01:05:57",0,0,0,0
"1158",33,"F","African-American","25 - 45","Low","Female",1,-10,2,0,0,"2013-01-25 11:03:35","2013-01-26 08:47:49",0,0,0,0
"1159",44,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-04-29 02:46:23","2013-04-30 03:52:16",0,0,0,0
"1160",31,"F","Caucasian","25 - 45","Low","Male",10,-18,2,1,1,"2014-12-05 07:58:45","2014-12-07 03:33:44",0,0,0,0
"1161",28,"F","African-American","25 - 45","Low","Male",2,-1,4,1,1,"2013-09-16 05:15:12","2013-09-17 07:18:49",0,0,1,0
"1162",51,"F","Hispanic","Greater than 45","Low","Male",1,-18,1,0,0,"2013-01-27 07:54:35","2013-02-13 09:34:33",0,0,0,0
"1163",23,"F","African-American","Less than 25","Medium","Male",0,0,7,1,1,"2013-03-14 02:20:18","2013-03-19 05:29:32",0,0,0,0
"1164",21,"F","Hispanic","Less than 25","Medium","Male",0,0,7,0,0,"2013-10-27 02:30:11","2013-10-27 08:17:23",0,0,0,0
"1165",26,"F","Caucasian","25 - 45","Medium","Male",0,0,5,0,0,"2013-01-02 07:21:57","2013-01-02 07:31:59",0,0,0,0
"1166",22,"F","African-American","Less than 25","High","Male",3,0,9,0,0,"2013-09-29 03:40:47","2013-09-29 06:47:56",0,3,0,0
"1167",29,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-03-26 07:25:39","2013-03-27 11:45:55",0,0,0,0
"1168",20,"F","African-American","Less than 25","High","Male",2,-1,9,1,1,"2014-04-03 06:52:47","2014-04-05 08:08:56",0,1,1,0
"1169",44,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2013-11-12 09:19:23","2013-11-13 08:07:52",0,0,0,0
"1170",41,"F","African-American","25 - 45","Medium","Male",2,-1,5,0,0,"2013-08-21 10:34:23","2013-09-05 09:41:59",0,0,0,0
"1171",28,"F","African-American","25 - 45","Low","Female",4,0,4,0,0,"2013-11-08 03:39:55","2013-11-08 09:33:05",0,0,1,0
"1172",27,"M","Caucasian","25 - 45","Medium","Male",1,-1,6,1,1,"2013-03-24 10:31:26","2013-04-15 05:08:58",0,0,0,0
"1173",31,"M","Caucasian","25 - 45","Low","Male",7,-1,3,0,0,"2014-03-09 04:46:09","2014-03-10 09:42:05",0,0,0,0
"1174",26,"F","African-American","25 - 45","Low","Male",3,-21,3,1,1,"2014-09-01 10:08:32","2014-09-02 08:20:37",0,0,0,0
"1175",20,"F","African-American","Less than 25","Low","Male",0,-1,4,1,0,"2013-11-14 06:08:57","2013-11-15 08:54:29",0,0,2,1
"1176",55,"M","Caucasian","Greater than 45","Low","Male",2,-1,1,1,1,"2013-01-21 08:21:38","2013-01-22 02:00:29",0,0,0,0
"1177",36,"F","African-American","25 - 45","High","Male",0,0,8,0,0,"2013-02-27 01:25:04","2013-02-28 04:12:46",0,0,0,0
"1178",48,"F","Other","Greater than 45","Low","Male",4,-1,1,1,1,"2014-01-10 07:01:24","2014-01-14 09:21:17",0,0,0,0
"1179",22,"F","Other","Less than 25","Low","Male",5,-1,4,1,1,"2014-03-18 01:16:05","2014-03-20 12:11:12",0,0,0,0
"1180",23,"M","African-American","Less than 25","High","Male",1,-1,9,0,0,"2013-08-13 04:31:54","2013-08-18 04:39:19",1,0,0,0
"1181",34,"F","African-American","25 - 45","High","Male",19,-1,10,1,1,"2014-01-21 08:57:17","2014-01-26 02:45:26",0,2,1,0
"1182",59,"F","Caucasian","Greater than 45","Low","Female",1,-21,1,0,0,"2013-02-08 08:25:17","2013-02-13 09:36:45",0,0,0,0
"1183",37,"F","Caucasian","25 - 45","Low","Male",0,-4,2,1,1,"2013-04-22 02:29:12","2013-04-23 03:38:43",0,0,0,1
"1184",28,"F","Caucasian","25 - 45","Low","Female",0,-1,4,1,1,"2013-08-23 04:46:57","2013-08-24 02:25:28",0,0,0,0
"1185",31,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-10-02 06:36:42","2013-10-03 08:18:14",0,0,0,0
"1186",38,"F","African-American","25 - 45","High","Female",14,-1,10,1,1,"2014-07-12 06:46:27","2014-07-17 05:29:07",0,0,0,1
"1187",33,"F","African-American","25 - 45","Low","Male",0,-4,1,1,1,"2014-02-07 09:21:52","2014-02-11 04:08:38",0,0,0,0
"1188",27,"F","African-American","25 - 45","High","Male",3,-1,8,1,1,"2014-08-28 12:41:52","2014-08-29 01:55:31",0,0,0,1
"1189",25,"M","Caucasian","25 - 45","Low","Male",2,0,4,1,1,"2013-02-19 03:48:40","2013-02-20 04:22:16",0,0,0,0
"1190",42,"F","African-American","25 - 45","Low","Female",2,-1,2,0,0,"2013-11-25 05:04:34","2013-11-26 09:36:13",0,0,0,0
"1191",22,"F","African-American","Less than 25","High","Male",3,-1,8,1,1,"2014-02-05 03:18:50","2014-03-03 08:00:17",0,0,0,1
"1192",21,"F","Other","Less than 25","Medium","Male",0,-1,6,0,0,"2013-02-28 07:56:43","2013-03-02 05:27:36",0,0,0,0
"1193",45,"F","Caucasian","Greater than 45","Medium","Male",1,0,5,1,1,"2013-04-11 12:51:25","2013-05-09 04:33:49",0,0,0,0
"1194",21,"M","African-American","Less than 25","Low","Female",1,-11,3,1,1,"2014-12-05 04:26:22","2014-12-07 03:33:54",0,0,0,0
"1195",52,"M","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0,"2013-05-08 02:05:44","2013-05-09 09:08:14",0,0,0,0
"1196",29,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0,"2013-05-22 08:43:56","2013-05-23 08:01:27",0,0,0,0
"1197",37,"M","African-American","25 - 45","Low","Female",0,0,4,0,0,"2013-01-24 01:57:20","2013-01-29 05:24:05",0,0,0,0
"1198",34,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-04-13 09:32:38","2013-04-14 07:21:18",0,0,1,0
"1199",53,"M","African-American","Greater than 45","Low","Male",0,0,1,1,1,"2013-01-24 03:10:35","2013-01-25 12:12:01",0,0,0,1
"1200",30,"F","African-American","25 - 45","High","Female",8,-1,8,1,1,"2013-05-02 01:18:42","2013-05-03 12:53:21",0,0,0,0
"1201",35,"M","Hispanic","25 - 45","Low","Male",0,-7,3,0,0,"2013-08-16 04:54:32","2013-08-17 07:16:37",0,0,0,0
"1202",28,"F","Caucasian","25 - 45","Low","Male",1,-1,4,0,0,"2013-05-19 05:41:59","2013-05-23 12:31:34",0,0,0,0
"1203",21,"F","African-American","Less than 25","High","Male",1,-1,8,0,0,"2013-04-29 10:52:26","2013-04-30 07:18:46",0,0,0,0
"1204",22,"F","African-American","Less than 25","Medium","Male",1,13,7,0,0,"2013-12-03 12:53:50","2014-01-16 03:17:58",0,0,0,0
"1205",42,"M","Caucasian","25 - 45","Low","Male",1,-1,3,1,1,"2013-10-28 08:04:32","2013-10-29 02:05:32",0,0,0,1
"1206",26,"F","African-American","25 - 45","Low","Male",3,0,4,1,1,"2014-09-09 04:01:30","2014-09-09 08:47:38",0,0,0,0
"1207",54,"M","African-American","Greater than 45","Low","Male",9,0,1,0,0,"2013-12-28 01:57:40","2013-12-29 02:05:51",0,0,0,0
"1208",39,"F","Other","25 - 45","Low","Male",1,-1,2,1,1,"2013-09-22 10:25:30","2013-09-23 01:52:27",0,0,0,1
"1209",30,"F","African-American","25 - 45","High","Male",20,0,9,1,1,"2013-08-25 04:11:52","2014-07-08 06:34:39",2,0,0,0
"1210",26,"F","African-American","25 - 45","Medium","Female",1,-1,6,1,1,"2013-09-12 12:49:19","2013-10-10 09:49:49",0,0,0,0
"1211",41,"M","African-American","25 - 45","Low","Male",0,0,1,0,0,"2014-01-07 04:31:06","2014-01-08 03:21:00",0,0,0,0
"1212",23,"M","Caucasian","Less than 25","Medium","Male",5,0,5,1,1,"2014-09-13 01:32:17","2014-11-06 07:47:31",1,0,1,0
"1213",43,"F","Caucasian","25 - 45","Low","Male",1,-1,2,1,1,"2013-02-10 09:37:38","2013-04-16 07:46:56",0,0,0,1
"1214",22,"M","African-American","Less than 25","Low","Male",0,-1,3,1,1,"2013-04-19 11:33:48","2013-04-20 01:40:27",0,0,0,1
"1215",27,"F","Caucasian","25 - 45","Low","Female",6,-1,3,1,1,"2014-03-25 09:53:07","2014-03-26 10:10:26",0,0,0,0
"1216",42,"M","African-American","25 - 45","Low","Female",2,-1,3,0,0,"2013-01-24 11:48:41","2013-02-28 05:30:45",0,0,0,0
"1217",25,"F","African-American","25 - 45","Medium","Male",8,0,6,1,1,"2014-01-29 12:27:09","2014-02-27 12:46:07",0,0,0,0
"1218",49,"M","African-American","Greater than 45","Low","Male",4,0,2,0,0,"2014-02-03 12:18:15","2014-03-11 08:20:05",0,0,0,0
"1219",52,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-10-21 11:28:17","2013-11-15 09:18:28",0,0,0,0
"1220",60,"F","Caucasian","Greater than 45","Low","Female",2,-1,1,0,0,"2013-11-24 04:19:55","2013-11-25 09:02:04",0,0,0,0
"1221",23,"M","African-American","Less than 25","Medium","Female",0,-1,6,0,0,"2013-03-12 06:19:34","2013-03-13 08:18:42",0,0,0,0
"1222",30,"M","African-American","25 - 45","Medium","Male",2,-1,7,0,0,"2013-01-29 08:26:44","2013-01-30 08:54:42",0,0,0,0
"1223",48,"F","African-American","Greater than 45","Medium","Male",9,0,6,1,1,"2013-03-27 08:37:50","2013-03-31 03:02:59",0,0,0,0
"1224",32,"F","African-American","25 - 45","Medium","Male",2,0,7,1,1,"2013-08-26 03:38:03","2013-08-27 05:13:33",0,0,0,1
"1225",28,"F","Hispanic","25 - 45","Low","Male",3,-1,3,1,1,"2014-03-23 04:26:44","2014-03-25 04:03:13",0,0,1,0
"1226",24,"F","African-American","Less than 25","Medium","Male",5,-1,7,1,1,"2014-07-14 05:11:29","2014-07-15 08:15:45",0,0,0,0
"1227",22,"F","African-American","Less than 25","Medium","Male",3,20,5,1,1,"2014-01-06 01:56:32","2014-08-08 10:08:29",0,0,0,1
"1228",44,"F","African-American","25 - 45","Low","Male",2,-1,2,0,0,"2013-02-14 06:58:25","2013-02-16 01:33:11",0,0,0,0
"1229",32,"F","Caucasian","25 - 45","Low","Male",3,-1,4,0,0,"2013-05-25 06:05:51","2013-08-19 09:19:45",0,0,0,0
"1230",27,"M","African-American","25 - 45","Low","Female",1,-1,2,0,0,"2013-09-20 11:29:45","2013-09-21 08:27:05",0,0,0,0
"1231",52,"M","African-American","Greater than 45","Low","Male",15,0,4,1,1,"2014-01-15 05:40:21","2014-01-16 03:54:05",0,0,0,0
"1232",61,"M","Caucasian","Greater than 45","Low","Male",3,0,2,1,1,"2014-09-22 07:01:15","2014-09-23 03:26:36",0,0,0,1
"1233",69,"M","African-American","Greater than 45","Low","Male",3,0,1,0,0,"2013-08-07 02:40:49","2013-08-07 08:00:30",0,0,0,0
"1234",51,"F","Other","Greater than 45","Low","Male",2,-1,1,0,0,"2013-08-13 06:08:08","2013-09-16 07:20:06",0,0,0,0
"1235",21,"F","Caucasian","Less than 25","Medium","Female",1,-1,6,0,0,"2014-01-29 07:19:41","2014-01-31 03:52:13",0,0,0,0
"1236",31,"M","Caucasian","25 - 45","Medium","Male",2,-1,6,1,1,"2013-02-08 11:38:00","2013-02-12 08:15:58",1,0,0,0
"1237",19,"F","African-American","Less than 25","Low","Male",3,-1,4,1,1,"2014-10-27 07:39:49","2014-11-26 11:22:02",0,2,0,0
"1238",24,"M","African-American","Less than 25","High","Male",12,0,9,1,1,"2013-01-31 03:56:16","2013-03-09 03:03:58",0,5,0,1
"1239",24,"F","Caucasian","Less than 25","High","Male",3,-1,8,1,1,"2013-03-23 07:21:38","2013-03-29 10:17:53",0,0,0,0
"1240",57,"F","Hispanic","Greater than 45","Low","Male",3,-2,1,0,0,"2013-09-21 01:28:03","2013-09-22 01:50:17",0,0,0,0
"1241",30,"F","Caucasian","25 - 45","Medium","Male",6,-1,7,0,0,"2013-08-05 09:52:27","2013-08-12 07:37:35",0,0,0,0
"1242",43,"F","African-American","25 - 45","Low","Male",4,-1,1,1,1,"2014-12-16 07:58:26","2014-12-18 04:40:49",0,0,0,0
"1243",24,"F","African-American","Less than 25","Medium","Male",4,-1,7,0,0,"2013-08-22 04:33:49","2013-08-27 01:19:42",0,0,1,0
"1244",30,"M","Caucasian","25 - 45","Medium","Female",7,-18,7,0,0,"2013-10-11 07:33:17","2013-10-29 05:43:13",0,0,0,0
"1245",25,"F","African-American","25 - 45","High","Male",5,-1,9,1,1,"2014-11-12 11:32:03","2014-11-14 01:37:32",0,0,0,0
"1246",56,"F","Caucasian","Greater than 45","High","Female",1,-1,8,0,0,"2013-01-01 08:39:42","2013-06-20 05:12:00",0,0,0,0
"1247",21,"F","African-American","Less than 25","High","Male",1,-8,8,0,0,"2013-02-12 01:28:50","2013-02-20 09:54:56",0,0,0,0
"1248",31,"F","African-American","25 - 45","High","Male",6,-1,10,1,1,"2013-01-04 04:19:50","2013-02-04 12:38:13",3,0,0,1
"1249",23,"F","African-American","Less than 25","High","Female",1,-1,9,0,0,"2013-04-17 03:45:44","2013-04-18 09:35:33",0,0,0,0
"1250",30,"F","African-American","25 - 45","High","Male",15,-1,10,1,1,"2013-03-01 08:46:59","2013-03-03 03:19:38",1,0,2,0
"1251",42,"M","Other","25 - 45","Low","Male",1,-13,1,0,0,"2013-06-04 03:44:44","2013-06-04 07:34:46",0,0,0,0
"1252",64,"F","Caucasian","Greater than 45","Low","Male",0,-1,3,0,0,"2013-01-11 08:49:41","2013-04-30 06:24:32",0,0,0,0
"1253",21,"F","Caucasian","Less than 25","Medium","Female",0,-1,6,1,1,"2014-12-27 09:18:01","2014-12-28 01:35:14",0,0,0,1
"1254",36,"F","African-American","25 - 45","Low","Male",5,17,3,0,0,"2013-11-16 02:26:39","2013-11-27 05:46:49",0,0,0,0
"1255",50,"F","African-American","Greater than 45","Low","Female",1,-1,1,0,0,"2013-08-29 06:41:54","2013-08-30 08:31:24",0,0,0,0
"1256",23,"M","African-American","Less than 25","Low","Male",0,0,3,1,1,"2014-10-22 12:11:33","2014-10-23 03:13:19",0,0,0,0
"1257",28,"F","Native American","25 - 45","Low","Male",2,-1,3,0,0,"2013-04-25 08:44:42","2013-06-13 10:12:31",0,0,0,0
"1258",25,"F","Caucasian","25 - 45","Medium","Female",5,-3,7,0,0,"2013-01-25 01:47:43","2013-01-25 09:37:49",0,0,0,0
"1259",54,"M","Caucasian","Greater than 45","Low","Male",14,-1,4,1,1,"2014-04-08 09:56:20","2014-05-06 10:12:47",0,0,0,1
"1260",37,"M","Other","25 - 45","Low","Male",6,-1,1,0,0,"2013-12-26 04:59:22","2013-12-27 08:15:19",0,0,0,0
"1261",25,"M","Caucasian","25 - 45","High","Male",5,-1,9,1,1,"2013-11-06 11:10:50","2013-11-21 09:35:41",0,0,1,1
"1262",63,"M","Caucasian","Greater than 45","Low","Male",0,0,1,1,1,"2013-11-10 02:08:05","2013-11-13 05:58:16",0,0,0,0
"1263",35,"M","African-American","25 - 45","Medium","Male",2,-1,7,0,0,"2014-03-21 03:10:20","2014-03-22 08:07:10",0,0,0,0
"1264",26,"M","Hispanic","25 - 45","Low","Male",0,-1,1,1,1,"2013-01-21 08:16:29","2013-01-22 01:59:00",0,0,0,0
"1265",25,"M","African-American","25 - 45","High","Male",8,-1,10,1,1,"2013-04-08 05:47:18","2013-04-10 01:26:53",0,0,0,1
"1266",33,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2013-12-01 10:12:15","2013-12-02 01:55:48",0,0,0,0
"1267",29,"F","African-American","25 - 45","Low","Male",7,-1,3,0,0,"2013-03-11 06:21:47","2013-03-13 02:21:18",0,0,0,0
"1268",27,"M","Hispanic","25 - 45","Low","Male",2,-1,4,0,0,"2013-02-20 06:36:20","2013-02-21 01:30:47",0,0,0,0
"1269",37,"M","African-American","25 - 45","High","Male",12,-1,9,1,1,"2013-05-18 08:27:45","2013-05-19 01:14:43",1,0,1,0
"1270",20,"M","Caucasian","Less than 25","High","Female",3,-1,10,1,1,"2014-03-25 06:58:54","2014-03-26 01:23:55",0,2,1,1
"1271",32,"F","African-American","25 - 45","Low","Male",1,-1,2,1,1,"2014-08-16 03:33:47","2014-08-17 08:45:33",0,0,0,0
"1272",72,"M","Caucasian","Greater than 45","Low","Male",1,-23,1,0,0,"2013-05-25 07:53:47","2013-05-26 08:34:25",0,0,0,0
"1273",38,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2013-04-16 03:54:04","2013-04-18 10:30:00",0,0,0,0
"1274",40,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-03-08 09:44:15","2013-03-09 01:22:15",0,0,0,0
"1275",23,"F","Caucasian","Less than 25","Low","Male",0,-1,3,0,0,"2014-03-12 12:50:45","2014-03-13 10:24:23",0,0,0,0
"1276",21,"F","Caucasian","Less than 25","High","Male",5,-10,8,1,1,"2014-05-09 09:30:19","2014-05-11 01:49:57",0,0,0,1
"1277",27,"F","Caucasian","25 - 45","Medium","Male",4,0,7,1,1,"2013-05-10 03:57:29","2013-05-10 07:50:28",0,0,0,0
